Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Seething	1	1	1	56		28				4	631	extra-fire		26	30										glov	h2h											0	0
Ardent	1	1	1	68		34				4	631	extra-fire		31	35										glov	h2h											0	0
Consuming	1	1	1	80		40				4	631	extra-fire		36	40										glov	h2h											0	0
Fiery	1	1	1	2		1				4	631	extra-fire		3	5										dusm												0	0
Burning	1	1	1	12		6				4	631	extra-fire		6	10										dusm												0	0
Impulsive	1	1	1	24		12				4	631	extra-fire		11	15										dusm												0	0
Fierce	1	1	1	36		18				4	631	extra-fire		16	20										dusm												0	0
Blazing	1	1	1	48		24				4	631	extra-fire		21	25										dusm												0	0
Seething	1	1	1	62		31				4	631	extra-fire		26	30										dusm												0	0
Ardent	1	1	1	75		37				4	631	extra-fire		31	35										dusm												0	0
Consuming	1	1	1	88		44				4	631	extra-fire		36	40										dusm												0	0
Boring	1	1		6		3				2	631	extra-fire		-3	-10										circ	ring	amul	stor	pelt								0	0
Fiery	1	1	1	6		3				4	631	extra-fire		3	5										circ	ring	amul	stor	pelt								0	0
Burning	1	1	1	24		12				4	631	extra-fire		6	10										circ	ring	amul	stor	pelt								0	0
Impulsive	1	1	1	42		21				4	631	extra-fire		11	15										circ	ring	amul	stor	pelt								0	0
Fierce	1	1	1	60		30				4	631	extra-fire		16	20										circ	ring	amul	stor	pelt								0	0
Fiery	1	1	1	5		2				4	631	extra-fire		1	2										jewl												0	0
Burning	1	1	1	36		18				4	631	extra-fire		3	5										jewl												0	0
Grounded	1	1		1		0				2	632	extra-ltng		-5	-20										staf	dbow											0	0
Crackling	1	1	1	1		0				6	632	extra-ltng		5	10										staf	dbow											0	0
Fickle	1	1	1	11		5				6	632	extra-ltng		10	20										staf	dbow											0	0
Capricious	1	1	1	22		11				6	632	extra-ltng		21	30										staf	dbow											0	0
Turbulent	1	1	1	33		16				6	632	extra-ltng		31	40										staf	dbow											0	0
Raging	1	1	1	44		22				6	632	extra-ltng		41	50										staf	dbow											0	0
Erratic	1	1	1	56		28				6	632	extra-ltng		51	65										staf	dbow											0	0
Unchained	1	1	1	68		34				6	632	extra-ltng		66	80										staf	dbow											0	0
Annihilating	1	1	1	80		40				6	632	extra-ltng		81	100										staf	dbow											0	0
Grounded	1	1		2		1				2	632	extra-ltng		-3	-10										glov	h2h	dclu										0	0
Crackling	1	1	1	2		1				4	632	extra-ltng		3	5										glov	h2h	dclu										0	0
Fickle	1	1	1	11		5				4	632	extra-ltng		6	10										glov	h2h	dclu										0	0
Capricious	1	1	1	22		11				4	632	extra-ltng		11	15										glov	h2h	dclu										0	0
Turbulent	1	1	1	33		16				4	632	extra-ltng		16	20										glov	h2h	dclu										0	0
Raging	1	1	1	44		22				4	632	extra-ltng		21	25										glov	h2h	dclu										0	0
Erratic	1	1	1	56		28				4	632	extra-ltng		26	30										glov	h2h	dclu										0	0
Unchained	1	1	1	68		34				4	632	extra-ltng		31	35										glov	h2h	dclu										0	0
Annihilating	1	1	1	80		40				4	632	extra-ltng		36	40										glov	h2h	dclu										0	0
Crackling	1	1	1	2		1				4	632	extra-ltng		3	5										dusm												0	0
Fickle	1	1	1	12		6				4	632	extra-ltng		6	10										dusm												0	0
Capricious	1	1	1	24		12				4	632	extra-ltng		11	15										dusm												0	0
Turbulent	1	1	1	36		18				4	632	extra-ltng		16	20										dusm												0	0
Raging	1	1	1	48		24				4	632	extra-ltng		21	25										dusm												0	0
Erratic	1	1	1	62		31				4	632	extra-ltng		26	30										dusm												0	0
Unchained	1	1	1	75		37				4	632	extra-ltng		31	35										dusm												0	0
Annihilating	1	1	1	88		44				4	632	extra-ltng		36	40										dusm												0	0
Grounded	1	1		6		3				2	632	extra-ltng		-3	-10										circ	ring	amul	stor	pelt								0	0
Crackling	1	1	1	6		3				4	632	extra-ltng		3	5										circ	ring	amul	stor	pelt								0	0
Fickle	1	1	1	24		12				4	632	extra-ltng		6	10										circ	ring	amul	stor	pelt								0	0
Capricious	1	1	1	42		21				4	632	extra-ltng		11	15										circ	ring	amul	stor	pelt								0	0
Turbulent	1	1	1	60		30				4	632	extra-ltng		16	20										circ	ring	amul	stor	pelt								0	0
Crackling	1	1	1	5		2				4	632	extra-ltng		1	2										jewl												0	0
Fickle	1	1	1	36		18				4	632	extra-ltng		3	5										jewl												0	0
Sallow	1	1		1		0				2	633	extra-cold		-5	-20										staf	dbow											0	0
Chilling	1	1	1	1		0				6	633	extra-cold		5	10										staf	dbow											0	0
Numbing	1	1	1	11		5				6	633	extra-cold		10	20										staf	dbow											0	0
Frozen	1	1	1	22		11				6	633	extra-cold		21	30										staf	dbow											0	0
Bitter	1	1	1	33		16				6	633	extra-cold		31	40										staf	dbow											0	0
Polar	1	1	1	44		22				6	633	extra-cold		41	50										staf	dbow											0	0
Arctic	1	1	1	56		28				6	633	extra-cold		51	65										staf	dbow											0	0
Boreal	1	1	1	68		34				6	633	extra-cold		66	80										staf	dbow											0	0
Paralyzing	1	1	1	80		40				6	633	extra-cold		81	100										staf	dbow											0	0
Sallow	1	1		2		1				2	633	extra-cold		-3	-10										glov	h2h											0	0
Chilling	1	1	1	2		1				4	633	extra-cold		3	5										glov	h2h											0	0
Numbing	1	1	1	11		5				4	633	extra-cold		6	10										glov	h2h											0	0
Frozen	1	1	1	22		11				4	633	extra-cold		11	15										glov	h2h											0	0
Bitter	1	1	1	33		16				4	633	extra-cold		16	20										glov	h2h											0	0
Polar	1	1	1	44		22				4	633	extra-cold		21	25										glov	h2h											0	0
Arctic	1	1	1	56		28				4	633	extra-cold		26	30										glov	h2h											0	0
Boreal	1	1	1	68		34				4	633	extra-cold		31	35										glov	h2h											0	0
Paralyzing	1	1	1	80		40				4	633	extra-cold		36	40										glov	h2h											0	0
Chilling	1	1	1	2		1				4	633	extra-cold		3	5										dusm												0	0
Numbing	1	1	1	12		6				4	633	extra-cold		6	10										dusm												0	0
Frozen	1	1	1	24		12				4	633	extra-cold		11	15										dusm												0	0
Bitter	1	1	1	36		18				4	633	extra-cold		16	20										dusm												0	0
Polar	1	1	1	48		24				4	633	extra-cold		21	25										dusm												0	0
Arctic	1	1	1	62		31				4	633	extra-cold		26	30										dusm												0	0
Boreal	1	1	1	75		37				4	633	extra-cold		31	35										dusm												0	0
Paralyzing	1	1	1	88		44				4	633	extra-cold		36	40										dusm												0	0
Sallow	1	1		6		3				2	633	extra-cold		-3	-10										circ	ring	amul	stor	pelt								0	0
Chilling	1	1	1	6		3				4	633	extra-cold		3	5										circ	ring	amul	stor	pelt								0	0
Numbing	1	1	1	24		12				4	633	extra-cold		6	10										circ	ring	amul	stor	pelt								0	0
Frozen	1	1	1	42		21				4	633	extra-cold		11	15										circ	ring	amul	stor	pelt								0	0
Bitter	1	1	1	60		30				4	633	extra-cold		16	20										circ	ring	amul	stor	pelt								0	0
Chilling	1	1	1	5		2				4	633	extra-cold		1	2										jewl												0	0
Numbing	1	1	1	36		18				4	633	extra-cold		3	5										jewl												0	0
Ratty	1	1		1		0				2	634	extra-pois		-5	-20										wand												0	0
Stinging	1	1	1	1		0				6	634	extra-pois		5	10										wand												0	0
Putrid	1	1	1	11		5				6	634	extra-pois		10	20										wand												0	0
Corrosive	1	1	1	22		11				6	634	extra-pois		21	30										wand												0	0
Acidic	1	1	1	33		16				6	634	extra-pois		31	40										wand												0	0
Biting	1	1	1	44		22				6	634	extra-pois		41	50										wand												0	0
Acrid	1	1	1	56		28				6	634	extra-pois		51	65										wand												0	0
Caustic	1	1	1	68		34				6	634	extra-pois		66	80										wand												0	0
Mordant	1	1	1	80		40				6	634	extra-pois		81	100										wand												0	0
Ratty	1	1		2		1				2	634	extra-pois		-3	-10										glov	head	nscy	knif	atkn	h2h							0	0
Stinging	1	1	1	2		1				4	634	extra-pois		3	5										glov	head	nscy	knif	atkn	h2h							0	0
Putrid	1	1	1	11		5				4	634	extra-pois		6	10										glov	head	nscy	knif	atkn	h2h							0	0
Corrosive	1	1	1	22		11				4	634	extra-pois		11	15										glov	head	nscy	knif	atkn	h2h							0	0
Acidic	1	1	1	33		16				4	634	extra-pois		16	20										glov	head	nscy	knif	atkn	h2h							0	0
Biting	1	1	1	44		22				4	634	extra-pois		21	25										glov	head	nscy	knif	atkn	h2h							0	0
Acrid	1	1	1	56		28				4	634	extra-pois		26	30										glov	head	nscy	knif	atkn	h2h							0	0
Caustic	1	1	1	68		34				4	634	extra-pois		31	35										glov	head	nscy	knif	atkn	h2h							0	0
Mordant	1	1	1	80		40				4	634	extra-pois		36	40										glov	head	nscy	knif	atkn	h2h							0	0
Stinging	1	1	1	2		1				4	634	extra-pois		3	5										dusm												0	0
Putrid	1	1	1	12		6				4	634	extra-pois		6	10										dusm												0	0
Corrosive	1	1	1	24		12				4	634	extra-pois		11	15										dusm												0	0
Acidic	1	1	1	36		18				4	634	extra-pois		16	20										dusm												0	0
Biting	1	1	1	48		24				4	634	extra-pois		21	25										dusm												0	0
Acrid	1	1	1	62		31				4	634	extra-pois		26	30										dusm												0	0
Caustic	1	1	1	75		37				4	634	extra-pois		31	35										dusm												0	0
Mordant	1	1	1	88		44				4	634	extra-cold		36	40										dusm												0	0
Ratty	1	1		6		3				2	634	extra-pois		-3	-10										circ	ring	amul	stor	nxsh								0	0
Stinging	1	1	1	6		3				4	634	extra-pois		3	5										circ	ring	amul	stor	nxsh								0	0
Putrid	1	1	1	24		12				4	634	extra-pois		6	10										circ	ring	amul	stor	nxsh								0	0
Corrosive	1	1	1	42		21				4	634	extra-pois		11	15										circ	ring	amul	stor	nxsh								0	0
Acidic	1	1	1	60		30				4	634	extra-pois		16	20										circ	ring	amul	stor	nxsh								0	0
Stinging	1	1	1	5		2				4	634	extra-pois		1	2										jewl												0	0
Putrid	1	1	1	36		18				4	634	extra-pois		3	5										jewl												0	0
Spiked	1	1	1	1		0				4	635	thorns		1	4										tors	shld						stor					0	0
Barbed	1	1	1	14		7				4	635	thorns		5	15										tors	shld						stor					0	0
Barbed	1	1	1	28		14				4	635	thorns		16	30										tors	shld						stor					0	0
Edged	1	1	1	19		9				8	635	thorns%		30	50										sksd												0	0
Jagged	1	1	1	38		19				8	635	thorns%		51	150										sksd												0	0
Serrated	1	1	1	57		28				8	635	thorns%		151	250										sksd												0	0
Bladed	1	1	1	76		38				8	635	thorns%		251	400										sksd												0	0
Edged	1	1	1	19		9				4	635	thorns%		15	30										tors	shld						stor	ashi	sksd			0	0
Jagged	1	1	1	38		19				4	635	thorns%		31	50										tors	shld						stor	ashi	sksd			0	0
Serrated	1	1	1	57		28				4	635	thorns%		51	75										tors	shld						stor	ashi	sksd			0	0
Bladed	1	1	1	76		38				4	635	thorns%		76	100										tors	shld						stor	ashi	sksd			0	0
Edged	1	1	1	21		10				4	635	thorns%		15	30										dusc	dusp											0	0
Jagged	1	1	1	42		21				4	635	thorns%		31	50										dusc	dusp											0	0
Serrated	1	1	1	63		31				4	635	thorns%		51	75										dusc	dusp											0	0
Bladed	1	1	1	84		42				4	635	thorns%		76	100										dusc	dusp											0	0
Spiked	1	1	1	5		2				4	635	thorns		1	4										jewl												0	0
Spiked	1	1	1	20		10				4	635	thorns%		15	30										jewl												0	0
Ridiculous	1	1		1		0				2	636	pot-rate		-15	-40										helm	amul	belt					chlm	nxhm				0	0
Healing	1	1	1	1		0				4	636	pot-rate		10	15										helm	amul	belt					chlm	nxhm				0	0
Medicinal	1	1	1	13		6				4	636	pot-rate		16	20										helm	amul	belt					chlm	nxhm				0	0
Decorated	1	1	1	25		12				4	636	pot-rate		21	25										helm	amul	belt					chlm	nxhm				0	0
Feathered	1	1	1	37		18				4	636	pot-rate		26	30										helm	amul	belt					chlm	nxhm				0	0
Plumed	1	1	1	49		24				4	636	pot-rate		31	40										helm	amul	belt					chlm	nxhm				0	0
Adorned	1	1	1	61		30				4	636	pot-rate		41	50										helm	amul	belt					chlm	nxhm				0	0
Ridiculous	1	1		1		0				2	636	pot-rate		-5	-15										chlm	nxhm	ring										0	0
Healing	1	1	1	9		4				4	636	pot-rate		5	10										chlm	nxhm	ring										0	0
Medicinal	1	1	1	21		10				4	636	pot-rate		11	15										chlm	nxhm	ring										0	0
Decorated	1	1	1	33		16				4	636	pot-rate		16	20										chlm	nxhm	ring										0	0
Feathered	1	1	1	45		22				4	636	pot-rate		21	25										chlm	nxhm	ring										0	0
Plumed	1	1	1	57		28				4	636	pot-rate		26	30										chlm	nxhm	ring										0	0
Adorned	1	1	1	69		34				4	636	pot-rate		31	35										chlm	nxhm	ring										0	0
Healing	1	1	1	10		4				4	636	pot-rate		5	10										dust												0	0
Medicinal	1	1	1	23		11				4	636	pot-rate		11	15										dust												0	0
Decorated	1	1	1	36		18				4	636	pot-rate		16	20										dust												0	0
Feathered	1	1	1	50		24				4	636	pot-rate		21	25										dust												0	0
Plumed	1	1	1	63		31				4	636	pot-rate		26	30										dust												0	0
Adorned	1	1	1	76		37				4	636	pot-rate		31	35										dust												0	0
Healing	1	1	1	14		7				4	636	pot-rate		5	10										jewl												0	0
Medicinal	1	1	1	65		32				4	636	pot-rate		11	15										jewl												0	0
Shoddy	1	1		17		0				2	637	dur%		-26	-50										weap	armo						miss	thro				0	0
Rickety	1	1		1		0				2	637	dur%		-10	-25										weap	armo						miss	thro				0	0
Hardened	1	1	1	1		0				4	637	dur%		10	25										weap	armo						miss	thro				0	0
Fortified	1	1	1	17		8				4	637	dur%		26	50										weap	armo						miss	thro				0	0
Bloated	1	1		1		0				2	637	stack		-10	-50										thro												0	0
Compact	1	1	1	1		0				4	637	stack		10	25										thro												0	0
Miniature	1	1	1	11		5				4	637	stack		26	50										thro												0	0
Unbreakable	1	1	1	33		16				4	637	indestruct		1	1										weap	armo						miss	thro				0	0
Disappointing	1	1		15		0				2	638	levelreq		2	2	levelreq-display		2	2						weap	armo											0	0
Interesting	1	1	1	15		0				4	638	levelreq		-2	-2	levelreq-display		-2	-2						weap	armo											0	0
Intriguing	1	1	1	35		0				4	638	levelreq		-3	-3	levelreq-display		-3	-3						weap	armo											0	0
Compelling	1	1	1	55		0				4	638	levelreq		-4	-4	levelreq-display		-4	-4						weap	armo											0	0
Captivating	1	1	1	75		0				4	638	levelreq		-5	-5	levelreq-display		-5	-5						weap	armo											0	0
Interesting	1	1	1	40		0				4	638	levelreq		-1	-1	levelreq-display		-1	-1						jewl												0	0
Faithless	1			15		0				2	639	pal-aurarange		-1	-2										ashd	pasc	chlm										0	0
Lustrous	1		1	15		0				2	639	pal-aurarange		1	1										ashd	pasc	chlm										0	0
Luminous	1		1	25		0				4	639	pal-aurarange		2	3										ashd	pasc	chlm										0	0
Moonlight	1		1	35		0				4	639	pal-aurarange		4	5										ashd	pasc	chlm										0	0
Starlight	1		1	45		0				4	639	pal-aurarange		6	8										ashd	pasc	chlm										0	0
Coruscating	1		1	55		0				4	639	pal-aurarange		9	11										ashd	pasc	chlm										0	0
Incandescent	1		1	65		0				4	639	pal-aurarange		12	15										ashd	pasc	chlm										0	0
Unbinding	1	1		1		0				4	645	levelreq-display		-1	-1										disa												0	0
Unraveling	1	1		1		0				4	645	levelreq-display		-2	-2										disb												0	0
Disjoining	1	1		1		0				4	645	levelreq-display		-3	-3										disc												0	0
Unfolding	1	1		1		0				4	645	levelreq-display		-4	-4										disd												0	0
