name	*Laz/Effect	auto prefix	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight	*Laz/EOL
Sur Rune			1	100	63	0	63			26	1	0	1	51690		r29	r29	r29	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Ber Rune			1	100	65	0	65			27	1	0	1	64620		r30	r30	r30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Jah Rune			1	100	67	0	67			28	1	0	1	80770		r31	r31	r31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Cham Rune	claw cooldown%		1	100	69	0	69			29	1	0	1	100970		r32	r32	r32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Zod Rune	claw automods		1	100	71	0	71			30	1	0	1	126210		r33	r33	r33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Jewel	xbows		0	100	1	1	0			8	1	0	1	1000		jew	gpw	jew	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Malah's Potion	gem slots		0	100	0	0	0			999	0	0	1	10000		ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Scroll of Knowledge	elixirs		0	100	0	0	0			0	1	0	1	100		0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Scroll of Resistance	automagics (minion-ac%)		1	100	0	0	0			999	0	0	1	0		tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Key of Terror	socket count		0	100	0	0	0			1	0	0	1	99999		pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Key of Hate	random crafted item		0	100	0	0	0			1	0	0	1	99999		pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Key of Destruction	amu/rin		0	100	0	0	0			1	0	0	1	99999		pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Diablo's Horn	random item with jewel affixes		0	100	0	0	0			1	0	0	1	80		dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Baal's Eye	perma +max skills		0	100	0	0	0			1	0	0	1	80		bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Mephisto's Brain			0	100	0	0	0			1	0	0	1	80		mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Token of Absolution			0	100	0	0	0			999	0	0	1	99999		toa	toa	toa	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Twisted Essence of Suffering			0	100	0	0	0			1	0	0	1	10000		tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Charged Essense of Hatred			0	100	0	0	0			1	0	0	1	10000		ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Burning Essence of Terror			0	100	0	0	0			1	0	0	1	10000		bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Festering Essence of Destruction			0	100	0	0	0			1	0	0	1	10000		fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Standard of Heroes			0	100	90	0	90			4	1	0	1	2000		std	flg	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	ques		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx							0
Key of Chaos	Open portal		0	100	1	0	0			1	1	0	1	5		kod	rld	kod	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	trin		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	1					255					255	2	4			255	2	4			255					255					255	2	4			255					255					255					255					255					255	2	4			255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
New Token of Absolution	Respec		0	0	1	0	0			1	1	0	1	100000		ttx	toa	ttx	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	elix		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255	11	17			255					255					255	11	17	11	17	255					255					255	11	17	11	17	255					255					255					255					255	5	7			255					255					255	5	7			255	0	0	0	xxx	xxx			1	1			0
TrophyBase1	Chaosphere		0	0	20	0	0			1	0	0	1	5		rf1	flg	rf1	16	1	1	0	0	0	flpsple	invsple		0	xxx			0	char		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0	13		0	-1	-1											1	DescTrophy1			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx							0
TrophyBase2	Heart of the Old Religion		0	0	0	0	0			1	0	0	1	5		rf2	flg	rf2	16	1	1	0	0	0	flptrch	invtrch		0	xxx			0	char		item_monsterguts	14	item_monsterguts	0	1	3	6	0	0	0	0	0	0	18		0	-1	-1											1	DescTrophy2			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx							0
TrophyBase3	Skull Gem		0	0	60	0	0			1	0	0	1	5		rf3	flg	rf3	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	char		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0	24		0	-1	-1											1	DescTrophy3			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx							0
TrophyBase4	Bust of Sankekur		0	0	40	0	0			1	0	0	1	5		rf4	flg	rf4	16	1	1	0	0	0	flpmss	invmss		0	xxx			0	char		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0	37		0	-1	-1											1	DescTrophy4			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	1	xxx	xxx							0
Dust1	Dust - Replace Chaosphere modifiers		0	100	1	1	0			1	1	0	1	5		du1	fng	du1	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	dusm		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDust			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Dust2	Dust - Replace Chaosphere modifiers		0	100	1	1	0			1	1	0	1	5		du2	eyz	du2	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	dusc		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDust			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Dust3	Dust - Replace Chaosphere modifiers		0	100	1	1	0			1	1	0	1	5		du3	fng	du3	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	dusp		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDust			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Dust4	Dust - Replace Chaosphere modifiers		0	100	1	1	0			1	1	0	1	5		du4	brz	du4	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	duse		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDust			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Heart	Unused		0	0	1	0	0			1		0	1	5		cus	hrt	cus	16	1	1	0	0	0	flphrt	invhrt		0	xxx			0	trin		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeHeart			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Brain	Unused		0	0	1	0	0			1		0	1	5		cut	brz	cut	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	trin		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeBrain			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Jawbone	Ingredient - Remove socket fillers		0	0	1	0	0			6	1	0	1	5		cuu	jaw	cuu	16	1	1	0	0	0	flpjaw	invjaw		0	xxx			0	trin		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeJawbone			5	0	0	0	non	0	2	4			255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Eye	Unused		0	0	1	0	0			1		0	1	5		cu4	eyz	cu4	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	trin		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeEye			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Horn	Ingredient - Randomize		0	0	1	0	0			6	1	0	1	5		cu5	hrn	cu5	16	1	1	0	0	0	flphorn	invhorn		0	xxx			0	trin		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeHorn			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Tail	Ingredient - Randomize base type		0	0	1	0	0			6	1	0	1	5		cu6	tal	cu6	16	1	1	0	0	0	flptail	invtail		0	xxx			0	trin		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeTail			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Fang	Unused		0	0	1	0	0			6	1	0	1	5		cu8	fng	cu8	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	dfan		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeFang			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
Ingredient Quill	Ingredient - Next item		0	0	1	0	0			6	1	0	1	5		cu9	qll	cu9	16	1	1	0	0	0	flpquil	invquil		0	xxx			0	dfan		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCubeQuill			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1			0
CraftingScroll	Ingredient - Create crafted item	352	0	0	1	1	0			4	1	0	1	5		cu0	sol	cu0	16	1	1	0	0	0	flpscr	invscb	invscb	0	xxx			0	crai		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescCraftingScroll			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
DisenchantmentScroll1	Disenchantment scroll - Create enchantment	350	0	0	1	0	0			1	1	0	1	5		wt1	bsh	wt1	16	1	1	0	0	0	flpscr	invscb	invscb	0	xxx			0	disa		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDisenchantScroll			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
DisenchantmentScroll2	Disenchantment scroll - Create enchantment	350	0	0	1	0	0			1	1	0	1	5		wt2	bsh	wt2	16	1	1	0	0	0	flpscr	invscb	invscb	0	xxx			0	disb		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDisenchantScroll			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
DisenchantmentScroll3	Disenchantment scroll - Create enchantment	350	0	0	1	0	0			1	1	0	1	5		wt3	bsh	wt3	16	1	1	0	0	0	flpscr	invscb	invscb	0	xxx			0	disc		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDisenchantScroll			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
DisenchantmentScroll4	Disenchantment scroll - Create enchantment	350	0	0	1	0	0			1	1	0	1	5		wt4	bsh	wt4	16	1	1	0	0	0	flpscr	invscb	invscb	0	xxx			0	disd		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	DescDisenchantScroll			5	0	0	0	non	0					255					255	2	4			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx			1	1			0
Enchantment Throwing Knife	Enchantment		0	0	1	1	0			1	1	0	1	5		t01	flg	t01	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trtk		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct01			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Throwing Axe	Enchantment		0	0	1	1	0			1	1	0	1	5		t02	flg	t02	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trta		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct02			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Staff	Enchantment		0	0	1	1	0			1	1	0	1	5		t03	flg	t03	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trst		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct03			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Wand	Enchantment		0	0	1	1	0			1	1	0	1	5		t04	flg	t04	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trwa		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct04			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Orb	Enchantment		0	0	1	1	0			1	1	0	1	5		t05	flg	t05	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	tror		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct05			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Scepter	Enchantment		0	0	1	1	0			1	1	0	1	5		t06	flg	t06	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trsc		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct06			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Sword	Enchantment		0	0	1	1	0			1	1	0	1	5		t07	flg	t07	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trsd		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct07			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Axe	Enchantment		0	0	1	1	0			1	1	0	1	5		t08	flg	t08	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trax		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct08			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Crushing	Enchantment		0	0	1	1	0			1	1	0	1	5		t09	flg	t09	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trbo		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct09			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Spear	Enchantment		0	0	1	1	0			1	1	0	1	5		t10	flg	t10	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trsp		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct10			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Scythe	Enchantment		0	0	1	1	0			1	1	0	1	5		t11	flg	t11	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trsx		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct11			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Polearm	Enchantment		0	0	1	1	0			1	1	0	1	5		t12	flg	t12	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trpo		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct12			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Knife	Enchantment		0	0	1	1	0			1	1	0	1	5		t13	flg	t13	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trkn		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct13			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Xbow	Enchantment		0	0	1	1	0			1	1	0	1	5		t14	flg	t14	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trxb		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct14			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Bow	Enchantment		0	0	1	1	0			1	1	0	1	5		t15	flg	t15	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trbw		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct15			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Helm	Enchantment		0	0	1	1	0			1	1	0	1	5		t16	flg	t16	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trhe		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct16			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Shield	Enchantment		0	0	1	1	0			1	1	0	1	5		t17	flg	t17	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trsh		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct17			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Torso	Enchantment		0	0	1	1	0			1	1	0	1	5		t18	flg	t18	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trto		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct18			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Belt	Enchantment		0	0	1	1	0			1	1	0	1	5		t19	flg	t19	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trbe		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct19			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Boot	Enchantment		0	0	1	1	0			1	1	0	1	5		t20	flg	t20	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trbo		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct20			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Glove	Enchantment		0	0	1	1	0			1	1	0	1	5		t21	flg	t21	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trgl		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct21			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
Enchantment Claw	Enchantment		0	0	1	1	0			1	1	0	1	5		t22	flg	t22	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	trcl		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	Desct22			5	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx							0
