Name	version	*Laz/Tab	*Laz/Item Type	*Laz/Usage	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Wand of Grim Totem	100	Curses and Totem	Grim Wand	Inherent	1	1	12		6				4	415	inherent-wand		35	35	nec	567	1	7						armo	weap											0	1536
Wand of Hex of Weakness	100	Curses and Totem	Grim Wand	Inherent	1	1	12		6				4	415	inherent-wand		35	35	nec	568	1	7						armo	weap											0	1536
Wand of Grim Sentinel	100	Curses and Totem	Grim Wand	Inherent	1	1	18		9				4	415	inherent-wand		35	35	nec	569	1	7						armo	weap											0	1536
Wand of Hex of Aging	100	Curses and Totem	Grim Wand	Inherent	1	1	18		9				4	415	inherent-wand		35	35	nec	570	1	7						armo	weap											0	1536
Wand of Grim Watcher	100	Curses and Totem	Grim Wand	Inherent	1	1	24		12				4	415	inherent-wand		35	35	nec	571	1	7						armo	weap											0	1536
Wand of Hex of Frailty	100	Curses and Totem	Grim Wand	Inherent	1	1	30		15				4	415	inherent-wand		35	35	nec	572	1	7						armo	weap											0	1536
Wand of Punisher	100	Poison and Spirit	Grim Wand	Inherent	1	1	6		3				4	415	inherent-wand		35	35	nec	559	1	7						armo	weap											0	1536
Wand of Corpse Lance	100	Poison and Spirit	Grim Wand	Inherent	1	1	12		6				4	415	inherent-wand		35	35	nec	560	1	7						armo	weap											0	1536
Wand of Putrid Explosion	100	Poison and Spirit	Grim Wand	Inherent	1	1	24		12				4	415	inherent-wand		35	35	nec	563	1	7						armo	weap											0	1536
Wand of Raise Skeleton	100	Summoning	Grim Wand	Inherent	1	1	1		0				4	415	inherent-wand		35	35	nec	549	1	7						armo	weap											0	1536
Wand of Undead Mastery	100	Summoning	Grim Wand	Inherent	1	1	1		0				4	415	inherent-wand		35	35	nec	550	1	7						armo	weap											0	1536
Wand of Salt the Earth	100	Summoning	Grim Wand	Inherent	1	1	6		3				4	415	inherent-wand		35	35	nec	551	1	7						armo	weap											0	1536
Wand of Raise Skeletal Mage	100	Summoning	Grim Wand	Inherent	1	1	12		6				4	415	inherent-wand		35	35	nec	552	1	7						armo	weap											0	1536
Wand of Rathma's Will	100	Summoning	Grim Wand	Inherent	1	1	18		9				4	415	inherent-wand		35	35	nec	553	1	7						armo	weap											0	1536
Wand of Wall of Zombies	100	Summoning	Grim Wand	Inherent	1	1	24		12				4	415	inherent-wand		35	35	nec	554	1	7						armo	weap											0	1536
Wand of Simulacrum	100	Summoning	Grim Wand	Inherent	1	1	30		15				4	415	inherent-wand		35	35	nec	555	1	7						armo	weap											0	1536
Wand of Revive	100	Summoning	Grim Wand	Inherent	1	1	30		15				4	415	inherent-wand		35	35	nec	556	1	7						armo	weap											0	1536
Wand of Hex of Pain	100	Curses and Totem	Spirit Wand	Inherent	1	1	1		0				4	416	inherent-wand		40	40	nec	565	1	8						armo	weap											0	1536
Wand of Interrogate the Dead	100	Curses and Totem	Spirit Wand	Inherent	1	1	6		3				4	416	inherent-wand		40	40	nec	566	1	8						armo	weap											0	1536
Wand of Grim Totem	100	Curses and Totem	Spirit Wand	Inherent	1	1	12		6				4	416	inherent-wand		40	40	nec	567	1	8						armo	weap											0	1536
Wand of Hex of Weakness	100	Curses and Totem	Spirit Wand	Inherent	1	1	12		6				4	416	inherent-wand		40	40	nec	568	1	8						armo	weap											0	1536
Wand of Grim Sentinel	100	Curses and Totem	Spirit Wand	Inherent	1	1	18		9				4	416	inherent-wand		40	40	nec	569	1	8						armo	weap											0	1536
Wand of Hex of Aging	100	Curses and Totem	Spirit Wand	Inherent	1	1	18		9				4	416	inherent-wand		40	40	nec	570	1	8						armo	weap											0	1536
Wand of Grim Watcher	100	Curses and Totem	Spirit Wand	Inherent	1	1	24		12				4	416	inherent-wand		40	40	nec	571	1	8						armo	weap											0	1536
Wand of Hex of Frailty	100	Curses and Totem	Spirit Wand	Inherent	1	1	30		15				4	416	inherent-wand		40	40	nec	572	1	8						armo	weap											0	1536
Wand of Punisher	100	Poison and Spirit	Spirit Wand	Inherent	1	1	6		3				4	416	inherent-wand		40	40	nec	559	1	8						armo	weap											0	1536
Wand of Corpse Lance	100	Poison and Spirit	Spirit Wand	Inherent	1	1	12		6				4	416	inherent-wand		40	40	nec	560	1	8						armo	weap											0	1536
Wand of Putrid Explosion	100	Poison and Spirit	Spirit Wand	Inherent	1	1	24		12				4	416	inherent-wand		40	40	nec	563	1	8						armo	weap											0	1536
Wand of Raise Skeleton	100	Summoning	Spirit Wand	Inherent	1	1	1		0				4	416	inherent-wand		40	40	nec	549	1	8						armo	weap											0	1536
Wand of Undead Mastery	100	Summoning	Spirit Wand	Inherent	1	1	1		0				4	416	inherent-wand		40	40	nec	550	1	8						armo	weap											0	1536
Wand of Salt the Earth	100	Summoning	Spirit Wand	Inherent	1	1	6		3				4	416	inherent-wand		40	40	nec	551	1	8						armo	weap											0	1536
Wand of Raise Skeletal Mage	100	Summoning	Spirit Wand	Inherent	1	1	12		6				4	416	inherent-wand		40	40	nec	552	1	8						armo	weap											0	1536
Wand of Rathma's Will	100	Summoning	Spirit Wand	Inherent	1	1	18		9				4	416	inherent-wand		40	40	nec	553	1	8						armo	weap											0	1536
Wand of Wall of Zombies	100	Summoning	Spirit Wand	Inherent	1	1	24		12				4	416	inherent-wand		40	40	nec	554	1	8						armo	weap											0	1536
Wand of Simulacrum	100	Summoning	Spirit Wand	Inherent	1	1	30		15				4	416	inherent-wand		40	40	nec	555	1	8						armo	weap											0	1536
Wand of Revive	100	Summoning	Spirit Wand	Inherent	1	1	30		15				4	416	inherent-wand		40	40	nec	556	1	8						armo	weap											0	1536
Orb of Summon Kutkh	100	Animals	Eagle Orb	Inherent	1	1	1		0				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Wererat	100	Animals	Eagle Orb	Inherent	1	1	6		3				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Restorative Herbs	100	Animals	Eagle Orb	Inherent	1	1	6		3				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Summon Amarok	100	Animals	Eagle Orb	Inherent	1	1	12		6				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Regrowth	100	Animals	Eagle Orb	Inherent	1	1	18		9				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Sandstorm	100	Animals	Eagle Orb	Inherent	1	1	24		12				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Shaman of Chaos	100	Animals	Eagle Orb	Inherent	1	1	30		15				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Summon Nanuk	100	Animals	Eagle Orb	Inherent	1	1	30		15				4	420	inherent-orb		10	10										armo	weap											0	0
Orb of Summon Kutkh	100	Animals	Eagle Orb	Inherent	1	1	1		0				4	420	inherent-orb		10	10	dru	533	1	1						armo	weap											0	128
Orb of Wererat	100	Animals	Eagle Orb	Inherent	1	1	6		3				4	420	inherent-orb		10	10	dru	534	1	1						armo	weap											0	128
Orb of Restorative Herbs	100	Animals	Eagle Orb	Inherent	1	1	6		3				4	420	inherent-orb		10	10	dru	535	1	1						armo	weap											0	128
Orb of Summon Amarok	100	Animals	Eagle Orb	Inherent	1	1	12		6				4	420	inherent-orb		10	10	dru	536	1	1						armo	weap											0	128
Orb of Regrowth	100	Animals	Eagle Orb	Inherent	1	1	18		9				4	420	inherent-orb		10	10	dru	537	1	1						armo	weap											0	128
Orb of Sandstorm	100	Animals	Eagle Orb	Inherent	1	1	24		12				4	420	inherent-orb		10	10	dru	538	1	1						armo	weap											0	128
Orb of Shaman of Chaos	100	Animals	Eagle Orb	Inherent	1	1	30		15				4	420	inherent-orb		10	10	dru	539	1	1						armo	weap											0	128
Orb of Summon Nanuk	100	Animals	Eagle Orb	Inherent	1	1	30		15				4	420	inherent-orb		10	10	dru	540	1	1						armo	weap											0	128
Orb of Summon Kutkh	100	Animals	Eagle Orb	Inherent	1	1	1		0				4	420	inherent-orb		10	10	dru	533	2	2						armo	weap											0	1024
Orb of Wererat	100	Animals	Eagle Orb	Inherent	1	1	6		3				4	420	inherent-orb		10	10	dru	534	2	2						armo	weap											0	1024
Orb of Restorative Herbs	100	Animals	Eagle Orb	Inherent	1	1	6		3				4	420	inherent-orb		10	10	dru	535	2	2						armo	weap											0	1024
Orb of Summon Amarok	100	Animals	Eagle Orb	Inherent	1	1	12		6				4	420	inherent-orb		10	10	dru	536	2	2						armo	weap											0	1024
Orb of Regrowth	100	Animals	Eagle Orb	Inherent	1	1	18		9				4	420	inherent-orb		10	10	dru	537	2	2						armo	weap											0	1024
Orb of Sandstorm	100	Animals	Eagle Orb	Inherent	1	1	24		12				4	420	inherent-orb		10	10	dru	538	2	2						armo	weap											0	1024
Orb of Shaman of Chaos	100	Animals	Eagle Orb	Inherent	1	1	30		15				4	420	inherent-orb		10	10	dru	539	2	2						armo	weap											0	1024
Orb of Summon Nanuk	100	Animals	Eagle Orb	Inherent	1	1	30		15				4	420	inherent-orb		10	10	dru	540	2	2						armo	weap											0	1024
Orb of Summon Kutkh	100	Animals	Crystal Orb	Inherent	1	1	1		0				4	421	inherent-orb		15	15	dru	533	1	3						armo	weap											0	1536
Orb of Wererat	100	Animals	Crystal Orb	Inherent	1	1	6		3				4	421	inherent-orb		15	15	dru	534	1	3						armo	weap											0	1536
Orb of Restorative Herbs	100	Animals	Crystal Orb	Inherent	1	1	6		3				4	421	inherent-orb		15	15	dru	535	1	3						armo	weap											0	1536
Orb of Summon Amarok	100	Animals	Crystal Orb	Inherent	1	1	12		6				4	421	inherent-orb		15	15	dru	536	1	3						armo	weap											0	1536
Orb of Regrowth	100	Animals	Crystal Orb	Inherent	1	1	18		9				4	421	inherent-orb		15	15	dru	537	1	3						armo	weap											0	1536
Orb of Sandstorm	100	Animals	Crystal Orb	Inherent	1	1	24		12				4	421	inherent-orb		15	15	dru	538	1	3						armo	weap											0	1536
Orb of Shaman of Chaos	100	Animals	Crystal Orb	Inherent	1	1	30		15				4	421	inherent-orb		15	15	dru	539	1	3						armo	weap											0	1536
Orb of Summon Nanuk	100	Animals	Crystal Orb	Inherent	1	1	30		15				4	421	inherent-orb		15	15	dru	540	1	3						armo	weap											0	1536
Orb of Summon Kutkh	100	Animals	Scrying Orb	Inherent	1	1	1		0				4	422	inherent-orb		20	20	dru	533	1	4						armo	weap											0	1536
Orb of Wererat	100	Animals	Scrying Orb	Inherent	1	1	6		3				4	422	inherent-orb		20	20	dru	534	1	4						armo	weap											0	1536
Orb of Restorative Herbs	100	Animals	Scrying Orb	Inherent	1	1	6		3				4	422	inherent-orb		20	20	dru	535	1	4						armo	weap											0	1536
Orb of Summon Amarok	100	Animals	Scrying Orb	Inherent	1	1	12		6				4	422	inherent-orb		20	20	dru	536	1	4						armo	weap											0	1536
Orb of Regrowth	100	Animals	Scrying Orb	Inherent	1	1	18		9				4	422	inherent-orb		20	20	dru	537	1	4						armo	weap											0	1536
Orb of Sandstorm	100	Animals	Scrying Orb	Inherent	1	1	24		12				4	422	inherent-orb		20	20	dru	538	1	4						armo	weap											0	1536
Orb of Shaman of Chaos	100	Animals	Scrying Orb	Inherent	1	1	30		15				4	422	inherent-orb		20	20	dru	539	1	4						armo	weap											0	1536
Orb of Summon Nanuk	100	Animals	Scrying Orb	Inherent	1	1	30		15				4	422	inherent-orb		20	20	dru	540	1	4						armo	weap											0	1536
Orb of Summon Kutkh	100	Animals	Scosglen Stone	Inherent	1	1	1		0				4	423	inherent-orb		25	25	dru	533	1	5						armo	weap											0	1536
Orb of Wererat	100	Animals	Scosglen Stone	Inherent	1	1	6		3				4	423	inherent-orb		25	25	dru	534	1	5						armo	weap											0	1536
Orb of Restorative Herbs	100	Animals	Scosglen Stone	Inherent	1	1	6		3				4	423	inherent-orb		25	25	dru	535	1	5						armo	weap											0	1536
Orb of Summon Amarok	100	Animals	Scosglen Stone	Inherent	1	1	12		6				4	423	inherent-orb		25	25	dru	536	1	5						armo	weap											0	1536
Orb of Regrowth	100	Animals	Scosglen Stone	Inherent	1	1	18		9				4	423	inherent-orb		25	25	dru	537	1	5						armo	weap											0	1536
Orb of Sandstorm	100	Animals	Scosglen Stone	Inherent	1	1	24		12				4	423	inherent-orb		25	25	dru	538	1	5						armo	weap											0	1536
Orb of Shaman of Chaos	100	Animals	Scosglen Stone	Inherent	1	1	30		15				4	423	inherent-orb		25	25	dru	539	1	5						armo	weap											0	1536
Orb of Summon Nanuk	100	Animals	Scosglen Stone	Inherent	1	1	30		15				4	423	inherent-orb		25	25	dru	540	1	5						armo	weap											0	1536
Orb of Summon Kutkh	100	Animals	Wyvern's Eye	Inherent	1	1	1		0				4	424	inherent-orb		30	30	dru	533	1	6						armo	weap											0	1536
Orb of Wererat	100	Animals	Wyvern's Eye	Inherent	1	1	6		3				4	424	inherent-orb		30	30	dru	534	1	6						armo	weap											0	1536
Orb of Restorative Herbs	100	Animals	Wyvern's Eye	Inherent	1	1	6		3				4	424	inherent-orb		30	30	dru	535	1	6						armo	weap											0	1536
Orb of Summon Amarok	100	Animals	Wyvern's Eye	Inherent	1	1	12		6				4	424	inherent-orb		30	30	dru	536	1	6						armo	weap											0	1536
Orb of Regrowth	100	Animals	Wyvern's Eye	Inherent	1	1	18		9				4	424	inherent-orb		30	30	dru	537	1	6						armo	weap											0	1536
Orb of Sandstorm	100	Animals	Wyvern's Eye	Inherent	1	1	24		12				4	424	inherent-orb		30	30	dru	538	1	6						armo	weap											0	1536
Orb of Shaman of Chaos	100	Animals	Wyvern's Eye	Inherent	1	1	30		15				4	424	inherent-orb		30	30	dru	539	1	6						armo	weap											0	1536
Orb of Summon Nanuk	100	Animals	Wyvern's Eye	Inherent	1	1	30		15				4	424	inherent-orb		30	30	dru	540	1	6						armo	weap											0	1536
Scepter of Penance	100	Combat	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Conversion	100	Combat	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Covenant	100	Combat	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Smite	100	Holy	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Holy Bolt	100	Holy	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Banish	100	Holy	Scepter	Inherent	1	1	12		6				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Holy Nova	100	Holy	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Shield Charge	100	Holy	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Purification	100	Holy	Scepter	Inherent	1	1	30		15				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Prayer	100	Auras	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Defiance	100	Auras	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Cleansing	100	Auras	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Meditation	100	Auras	Scepter	Inherent	1	1	12		6				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Sanctuary	100	Auras	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Vigor	100	Auras	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Thorns	100	Auras	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Salvation	100	Auras	Scepter	Inherent	1	1	30		15				4	430	inherent-scepter		10	10										armo	weap											0	0
Scepter of Penance	100	Combat	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10	pal	502	1	1						armo	weap											0	128
Scepter of Conversion	100	Combat	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	505	1	1						armo	weap											0	128
Scepter of Covenant	100	Combat	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10	pal	507	1	1						armo	weap											0	128
Scepter of Smite	100	Holy	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10	pal	509	1	1						armo	weap											0	128
Scepter of Holy Bolt	100	Holy	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10	pal	510	1	1						armo	weap											0	128
Scepter of Banish	100	Holy	Scepter	Inherent	1	1	12		6				4	430	inherent-scepter		10	10	pal	512	1	1						armo	weap											0	128
Scepter of Holy Nova	100	Holy	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	513	1	1						armo	weap											0	128
Scepter of Shield Charge	100	Holy	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10	pal	514	1	1						armo	weap											0	128
Scepter of Purification	100	Holy	Scepter	Inherent	1	1	30		15				4	430	inherent-scepter		10	10	pal	515	1	1						armo	weap											0	128
Scepter of Prayer	100	Auras	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10	pal	517	1	1						armo	weap											0	128
Scepter of Defiance	100	Auras	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10	pal	518	1	1						armo	weap											0	128
Scepter of Cleansing	100	Auras	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10	pal	519	1	1						armo	weap											0	128
Scepter of Meditation	100	Auras	Scepter	Inherent	1	1	12		6				4	430	inherent-scepter		10	10	pal	520	1	1						armo	weap											0	128
Scepter of Sanctuary	100	Auras	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	521	1	1						armo	weap											0	128
Scepter of Vigor	100	Auras	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	522	1	1						armo	weap											0	128
Scepter of Thorns	100	Auras	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10	pal	523	1	1						armo	weap											0	128
Scepter of Salvation	100	Auras	Scepter	Inherent	1	1	30		15				4	430	inherent-scepter		10	10	pal	524	1	1						armo	weap											0	128
Scepter of Penance	100	Combat	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10	pal	502	2	2						armo	weap											0	1024
Scepter of Conversion	100	Combat	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	505	2	2						armo	weap											0	1024
Scepter of Covenant	100	Combat	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10	pal	507	2	2						armo	weap											0	1024
Scepter of Smite	100	Holy	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10	pal	509	2	2						armo	weap											0	1024
Scepter of Holy Bolt	100	Holy	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10	pal	510	2	2						armo	weap											0	1024
Scepter of Banish	100	Holy	Scepter	Inherent	1	1	12		6				4	430	inherent-scepter		10	10	pal	512	2	2						armo	weap											0	1024
Scepter of Holy Nova	100	Holy	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	513	2	2						armo	weap											0	1024
Scepter of Shield Charge	100	Holy	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10	pal	514	2	2						armo	weap											0	1024
Scepter of Purification	100	Holy	Scepter	Inherent	1	1	30		15				4	430	inherent-scepter		10	10	pal	515	2	2						armo	weap											0	1024
Scepter of Prayer	100	Auras	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10	pal	517	2	2						armo	weap											0	1024
Scepter of Defiance	100	Auras	Scepter	Inherent	1	1	1		0				4	430	inherent-scepter		10	10	pal	518	2	2						armo	weap											0	1024
Scepter of Cleansing	100	Auras	Scepter	Inherent	1	1	6		3				4	430	inherent-scepter		10	10	pal	519	2	2						armo	weap											0	1024
Scepter of Meditation	100	Auras	Scepter	Inherent	1	1	12		6				4	430	inherent-scepter		10	10	pal	520	2	2						armo	weap											0	1024
Scepter of Sanctuary	100	Auras	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	521	2	2						armo	weap											0	1024
Scepter of Vigor	100	Auras	Scepter	Inherent	1	1	18		9				4	430	inherent-scepter		10	10	pal	522	2	2						armo	weap											0	1024
Scepter of Thorns	100	Auras	Scepter	Inherent	1	1	24		12				4	430	inherent-scepter		10	10	pal	523	2	2						armo	weap											0	1024
Scepter of Salvation	100	Auras	Scepter	Inherent	1	1	30		15				4	430	inherent-scepter		10	10	pal	524	2	2						armo	weap											0	1024
Scepter of Penance	100	Combat	Scepter	Inherent	1	1	6		3				4	431	inherent-scepter		20	20	pal	502	1	4						armo	weap											0	1536
Scepter of Conversion	100	Combat	Scepter	Inherent	1	1	18		9				4	431	inherent-scepter		20	20	pal	505	1	4						armo	weap											0	1536
Scepter of Covenant	100	Combat	Scepter	Inherent	1	1	24		12				4	431	inherent-scepter		20	20	pal	507	1	4						armo	weap											0	1536
Scepter of Smite	100	Holy	Scepter	Inherent	1	1	1		0				4	431	inherent-scepter		20	20	pal	509	1	4						armo	weap											0	1536
Scepter of Holy Bolt	100	Holy	Scepter	Inherent	1	1	6		3				4	431	inherent-scepter		20	20	pal	510	1	4						armo	weap											0	1536
Scepter of Banish	100	Holy	Scepter	Inherent	1	1	12		6				4	431	inherent-scepter		20	20	pal	512	1	4						armo	weap											0	1536
Scepter of Holy Nova	100	Holy	Scepter	Inherent	1	1	18		9				4	431	inherent-scepter		20	20	pal	513	1	4						armo	weap											0	1536
Scepter of Shield Charge	100	Holy	Scepter	Inherent	1	1	24		12				4	431	inherent-scepter		20	20	pal	514	1	4						armo	weap											0	1536
Scepter of Purification	100	Holy	Scepter	Inherent	1	1	30		15				4	431	inherent-scepter		20	20	pal	515	1	4						armo	weap											0	1536
Scepter of Prayer	100	Auras	Scepter	Inherent	1	1	1		0				4	431	inherent-scepter		20	20	pal	517	1	4						armo	weap											0	1536
Scepter of Defiance	100	Auras	Scepter	Inherent	1	1	1		0				4	431	inherent-scepter		20	20	pal	518	1	4						armo	weap											0	1536
Scepter of Cleansing	100	Auras	Scepter	Inherent	1	1	6		3				4	431	inherent-scepter		20	20	pal	519	1	4						armo	weap											0	1536
Scepter of Meditation	100	Auras	Scepter	Inherent	1	1	12		6				4	431	inherent-scepter		20	20	pal	520	1	4						armo	weap											0	1536
Scepter of Sanctuary	100	Auras	Scepter	Inherent	1	1	18		9				4	431	inherent-scepter		20	20	pal	521	1	4						armo	weap											0	1536
Scepter of Vigor	100	Auras	Scepter	Inherent	1	1	18		9				4	431	inherent-scepter		20	20	pal	522	1	4						armo	weap											0	1536
Scepter of Thorns	100	Auras	Scepter	Inherent	1	1	24		12				4	431	inherent-scepter		20	20	pal	523	1	4						armo	weap											0	1536
Scepter of Salvation	100	Auras	Scepter	Inherent	1	1	30		15				4	431	inherent-scepter		20	20	pal	524	1	4						armo	weap											0	1536
Scepter of Penance	100	Combat	Scepter	Inherent	1	1	6		3				4	432	inherent-scepter		30	30	pal	502	1	6						armo	weap											0	1536
Scepter of Conversion	100	Combat	Scepter	Inherent	1	1	18		9				4	432	inherent-scepter		30	30	pal	505	1	6						armo	weap											0	1536
Scepter of Covenant	100	Combat	Scepter	Inherent	1	1	24		12				4	432	inherent-scepter		30	30	pal	507	1	6						armo	weap											0	1536
Scepter of Smite	100	Holy	Scepter	Inherent	1	1	1		0				4	432	inherent-scepter		30	30	pal	509	1	6						armo	weap											0	1536
Scepter of Holy Bolt	100	Holy	Scepter	Inherent	1	1	6		3				4	432	inherent-scepter		30	30	pal	510	1	6						armo	weap											0	1536
Scepter of Banish	100	Holy	Scepter	Inherent	1	1	12		6				4	432	inherent-scepter		30	30	pal	512	1	6						armo	weap											0	1536
Scepter of Holy Nova	100	Holy	Scepter	Inherent	1	1	18		9				4	432	inherent-scepter		30	30	pal	513	1	6						armo	weap											0	1536
Scepter of Shield Charge	100	Holy	Scepter	Inherent	1	1	24		12				4	432	inherent-scepter		30	30	pal	514	1	6						armo	weap											0	1536
Scepter of Purification	100	Holy	Scepter	Inherent	1	1	30		15				4	432	inherent-scepter		30	30	pal	515	1	6						armo	weap											0	1536
Scepter of Prayer	100	Auras	Scepter	Inherent	1	1	1		0				4	432	inherent-scepter		30	30	pal	517	1	6						armo	weap											0	1536
Scepter of Defiance	100	Auras	Scepter	Inherent	1	1	1		0				4	432	inherent-scepter		30	30	pal	518	1	6						armo	weap											0	1536
Scepter of Cleansing	100	Auras	Scepter	Inherent	1	1	6		3				4	432	inherent-scepter		30	30	pal	519	1	6						armo	weap											0	1536
Scepter of Meditation	100	Auras	Scepter	Inherent	1	1	12		6				4	432	inherent-scepter		30	30	pal	520	1	6						armo	weap											0	1536
Scepter of Sanctuary	100	Auras	Scepter	Inherent	1	1	18		9				4	432	inherent-scepter		30	30	pal	521	1	6						armo	weap											0	1536
Scepter of Vigor	100	Auras	Scepter	Inherent	1	1	18		9				4	432	inherent-scepter		30	30	pal	522	1	6						armo	weap											0	1536
Scepter of Thorns	100	Auras	Scepter	Inherent	1	1	24		12				4	432	inherent-scepter		30	30	pal	523	1	6						armo	weap											0	1536
Scepter of Salvation	100	Auras	Scepter	Inherent	1	1	30		15				4	432	inherent-scepter		30	30	pal	524	1	6						armo	weap											0	1536
Claw	100			Inherent	1	1							4	433	inherent-claw		15	15										armo	weap											0	0
Claw	100			Inherent	1	1							4	434	inherent-claw		20	20										armo	weap											0	0
Claw	100			Inherent	1	1							4	435	inherent-claw		25	25										armo	weap											0	0
Claw	100			Inherent	1	1							4	436	inherent-claw		30	30										armo	weap											0	0
Claw	100			Inherent	1	1							4	437	inherent-claw		35	35										armo	weap											0	0
Claw	100			Inherent	1	1							4	438	inherent-claw		40	40										armo	weap											0	0
Necromancer Helm	100			Inherent	1	1							4	440	inherent-nxhm		10	10										armo	weap											0	0
Necromancer Helm	100			Inherent	1	1							4	441	inherent-nxhm		20	20										armo	weap											0	0
Necromancer Xbow	100			Unused		1							4	442	inherent-nxxb		10	10										armo	weap											0	0
Necromancer Xbow	100			Unused		1							4	443	inherent-nxxb		15	15										armo	weap											0	0
Necromancer Xbow	100			Unused		1							4	444	inherent-nxxb		20	20										armo	weap											0	0
Necromancer Head	100			Inherent	1	1							4	445	inherent-head		10	10										armo	weap											0	0
Necromancer Head	100			Inherent	1	1							4	446	inherent-head		15	15										armo	weap											0	0
Necromancer Head	100			Inherent	1	1							4	447	inherent-head		20	20										armo	weap											0	0
Necromancer Head	100			Inherent	1	1							4	448	inherent-head		25	25										armo	weap											0	0
Necromancer Head	100			Inherent	1	1							4	449	inherent-head		30	30										armo	weap											0	0
Necromancer Shield	100			Inherent	1	1							4	450	inherent-nxsd		10	10										armo	weap											0	0
Necromancer Shield	100			Inherent	1	1							4	451	inherent-nxsd		15	15										armo	weap											0	0
Necromancer Shield	100			Inherent	1	1							4	452	inherent-nxsd		20	20										armo	weap											0	0
Druid Pelt	100			Inherent	1	1							4	453	inherent-pelt		10	10										armo	weap											0	0
Druid Pelt	100			Inherent	1	1							4	454	inherent-pelt		15	15										armo	weap											0	0
Druid Pelt	100			Inherent	1	1							4	455	inherent-pelt		20	20										armo	weap											0	0
Druid Pelt	100			Inherent	1	1							4	456	inherent-pelt		25	25										armo	weap											0	0
Druid Pelt	100			Inherent	1	1							4	457	inherent-pelt		30	30										armo	weap											0	0
Druid Bow	100			Inherent	1	1							4	458	inherent-dbow		-10	-10										armo	weap											0	0
Druid Bow	100			Inherent	1	1							4	459	inherent-dbow		-15	-15										armo	weap											0	0
