Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of the Stars	1	1	1	58		29				8	737	regen-mana		51	65										wand	orb	scep										0	0
of the Constellations	1	1	1	69		34				8	737	regen-mana		66	80										wand	orb	scep										0	0
of Infinity	1	1	1	80		40				8	737	regen-mana		81	100										wand	orb	scep										0	0
of the Clouds	1	1	1	3		1				4	737	regen-mana		5	10										circ	nxhm	h2h										0	0
of the Sky	1	1	1	15		8				4	737	regen-mana		11	15										circ	nxhm	h2h										0	0
of the Moon	1	1	1	28		13				4	737	regen-mana		16	20										circ	nxhm	h2h										0	0
of the Planets	1	1	1	40		20				4	737	regen-mana		21	25										circ	nxhm	h2h										0	0
of the Heavens	1	1	1	52		25				4	737	regen-mana		26	30										circ	nxhm	h2h										0	0
of the Stars	1	1	1	64		32				4	737	regen-mana		31	35										circ	nxhm	h2h										0	0
of the Constellations	1	1	1	76		37				4	737	regen-mana		36	40										circ	nxhm	h2h										0	0
of the Clouds	1	1	1	5		2				4	737	regen-mana		5	10										nscy	ring	amul	helm	head			phlm					0	0
of the Sky	1	1	1	20		10				4	737	regen-mana		11	15										nscy	ring	amul	helm	head			phlm					0	0
of the Moon	1	1	1	35		17				4	737	regen-mana		16	20										nscy	ring	amul	helm	head			phlm					0	0
of the Planets	1	1	1	50		25				4	737	regen-mana		21	25										nscy	ring	amul	helm	head			phlm					0	0
of the Heavens	1	1	1	65		32				4	737	regen-mana		26	30										nscy	ring	amul	helm	head			phlm					0	0
of the Clouds	1	1	1	6		2				4	737	regen-mana		5	10										dusc												0	0
of the Sky	1	1	1	24		12				4	737	regen-mana		11	15										dusc												0	0
of the Moon	1	1	1	42		20				4	737	regen-mana		16	20										dusc												0	0
of the Planets	1	1	1	60		30				4	737	regen-mana		21	25										dusc												0	0
of the Heavens	1	1	1	78		38				4	737	regen-mana		26	30										dusc												0	0
of the Clouds	1	1	1	1		0				4	737	regen-mana		5	10										jewl												0	0
of the Sky	1	1	1	44		22				4	737	regen-mana		11	15										jewl												0	0
of the Moon	1	1	1	83		41				4	737	regen-mana		16	20										jewl												0	0
of Kicking	1	1	1	8		4				6	738	kick		1	2										boot												0	0
of Stomping	1	1	1	20		10				6	738	kick		3	5										boot												0	0
of Crushing	1	1	1	32		16				6	738	kick		6	10										boot												0	0
of Mashing	1	1	1	44		22				6	738	kick		11	15										boot												0	0
of Tremors	1	1	1	56		28				6	738	kick		16	20										boot												0	0
of Seisms	1	1	1	68		34				6	738	kick		21	30										boot												0	0
of Temblors	1	1	1	80		40				6	738	kick		31	60										boot												0	0
of Kicking	1	1	1	10		5				6	738	kick		1	2										amul	h2h											0	0
of Stomping	1	1	1	22		11				6	738	kick		3	4										amul	h2h											0	0
of Crushing	1	1	1	34		17				6	738	kick		5	7										amul	h2h											0	0
of Mashing	1	1	1	45		22				6	738	kick		8	10										amul	h2h											0	0
of Tremors	1	1	1	57		28				6	738	kick		11	13										amul	h2h											0	0
of Seisms	1	1	1	69		34				6	738	kick		14	16										amul	h2h											0	0
of Temblors	1	1	1	80		40				6	738	kick		17	25										amul	h2h											0	0
of Kicking	1	1	1	26		13				4	738	kick		1	3										dusc												0	0
of Stomping	1	1	1	48		24				4	738	kick		4	8										dusc												0	0
of Kicking	1	1	1	32		16				4	738	kick		1	2										jewl												0	0
of Stomping	1	1	1	56		28				4	738	kick		3	5										jewl												0	0
of Naja Bombs	1	1	1	20		10				2	739	att-skill	438	6	9										mele												0	0
of Flame Waves	1	1	1	20		10				2	739	att-skill	576	8	8										mele												0	0
of Blazing Spears	1	1	1	20		10				2	739	att-skill	577	7	8										mele												0	0
of Frostbite	1	1	1	20		10				2	739	att-skill	583	7	6										mele												0	0
of Avalanches	1	1	1	20		10				2	739	att-skill	585	7	5										mele												0	0
of Electrocution	1	1	1	20		10				2	739	att-skill	591	6	7										mele												0	0
of Barging	1	1	1	1		0				2	739	death-skill	476	100	42										ring	amul											0	0
of Crackling Bolts	1	1	1	1		0				2	739	death-skill	589	100	49										ring	amul											0	0
of Ice Novas	1	1	1	1		0				2	739	death-skill	587	100	42										ring	amul											0	0
of Force	1	1	1	1		0				2	739	death-skill	592	100	44										ring	amul											0	0
of Teleportation	1	1	1	20		10				2	739	gethit-skill	54	3	1										stor	ring											0	0
of Naja Nests	1	1	1	20		10				2	739	gethit-skill	443	2	8										armo							circ					0	0
of Psychic Screams	1	1	1	20		10				2	739	gethit-skill	451	4	7										armo							circ					0	0
of Bandaging	1	1	1	20		10				2	739	gethit-skill	469	5	8										armo							circ	phlm	bshi			0	0
of Barging	1	1	1	20		10				2	739	gethit-skill	476	2	6										armo							circ	phlm	bshi			0	0
of Karcheus	1	1	1	20		10				2	739	gethit-skill	496	4	5										armo							circ	ahlm				0	0
of Holy Novas	1	1	1	20		10				2	739	gethit-skill	513	6	9										armo							circ	ashd	chlm			0	0
of Purification	1	1	1	20		10				2	739	gethit-skill	515	5	7										armo							circ	ashd	chlm			0	0
of Regrowth	1	1	1	20		10				2	739	gethit-skill	537	4	5										armo							circ	pelt				0	0
of Ice Novas	1	1	1	20		10				2	739	gethit-skill	587	3	4										armo							circ					0	0
of Crackling Bolts	1	1	1	20		10				2	739	gethit-skill	589	8	9										armo							circ					0	0
of Force	1	1	1	20		10				2	739	gethit-skill	592	5	3										armo							circ					0	0
of Serpent's Eggs	1	1	1	20		10				2	739	hit-skill	439	3	4										weap							h2h					0	0
of Allure	1	1	1	20		10				2	739	hit-skill	449	12	7										weap							h2h					0	0
of Holy Bolts	1	1	1	20		10				2	739	hit-skill	510	11	8										weap							pasc					0	0
of Zombies	1	1	1	20		10				2	739	hit-skill	554	2	7										weap							pasc					0	0
of Punishment	1	1	1	20		10				2	739	hit-skill	559	9	8										weap							wand					0	0
of Flame Bolts	1	1	1	20		10				2	739	hit-skill	573	15	8										weap							staf					0	0
of Incineration	1	1	1	20		10				2	739	hit-skill	575	13	7										weap							staf					0	0
of Frost Bolts	1	1	1	20		10				2	739	hit-skill	581	15	8										weap							staf					0	0
of Thumpers	1	1	1	20		10				2	739	kill-skill	441	7	9										weap							assn	staf	wand	orb	scep	0	0
of Askari Sight	1	1	1	20		10				2	739	kill-skill	493	5	4										weap							amaz	staf	wand	orb	scep	0	0
of the Gods	1	1	1	20		10				2	739	kill-skill	498	4	5										weap							amaz	staf	wand	orb	scep	0	0
of Corpses	1	1	1	20		10				2	739	kill-skill	551	6	3										weap							necr	staf	wand	orb	scep	0	0
of Corpse Lances	1	1	1	20		10				2	739	kill-skill	560	8	6										weap							necr	staf	wand	orb	scep	0	0
of Putrescence	1	1	1	20		10				2	739	kill-skill	563	6	7										weap							necr	staf	wand	orb	scep	0	0
of Naja Nests	1	1	1	1	70	0				2	739	levelup-skill	443	100	50										ring	amul											0	0
of Purification	1	1	1	1	70	0				2	739	levelup-skill	515	100	47										ring	amul											0	0
of Rathma's Will	1	1	1	1	70	0				2	739	levelup-skill	553	100	51										ring	amul											0	0
of Flame Waves	1	1	1	1	70	0				2	739	levelup-skill	576	100	49										ring	amul											0	0
of the Magehunter	1	1	1	36		18				4	740	skill-rand	1	429	436										h2h	boot	glov	amul									0	0
of the Magehunter	1	1	1	36		18				4	740	skill-rand	1	437	444										atkn	glov	amul										0	0
of the Magehunter	1	1	1	36		18				4	740	skill-rand	1	445	452										h2h	helm	glov	amul				phlm	chlm	pelt	ahlm		0	0
of the Tribesman	1	1	1	36		18				4	740	skill-rand	1	453	460										mele	helm	amul					amaz	assn	necr	sorc	pala	0	0
of the Tribesman	1	1	1	36		18				4	740	skill-rand	1	453	460										shld							ashi	pala	necr			0	0
of the Tribesman	1	1	1	36		18				4	740	skill-rand	1	461	468										btax	phlm	amul										0	0
of the Tribesman	1	1	1	36		18				4	740	skill-rand	1	469	476										mele	helm	amul	btax				amaz	assn	necr	sorc	pala	0	0
of the Tribesman	1	1	1	36		18				4	740	skill-rand	1	469	476										shld							ashi	pala	necr			0	0
of the Islands	1	1	1	36		18				4	740	skill-rand	1	477	484										spea	helm	amul					chlm	phlm	pelt	nxhm		0	0
of the Islands	1	1	1	36		18				4	740	skill-rand	1	485	492										bow	helm	amul					dbow	chlm	phlm	pelt	nxhm	0	0
of the Islands	1	1	1	36		18				4	740	skill-rand	1	493	500										spea	bow	helm	amul				dbow	chlm	phlm	pelt	nxhm	0	0
of the Temple	1	1	1	36		18				4	740	skill-rand	1	501	508										mele	helm	amul					amaz	assn	barb	necr	sorc	0	0
of the Temple	1	1	1	36		18				4	740	skill-rand	1	501	508										shld							ashi	barb	necr			0	0
of the Temple	1	1	1	36		18				4	740	skill-rand	1	509	516										mele	helm	amul					amaz	assn	barb	necr	sorc	0	0
of the Temple	1	1	1	36		18				4	740	skill-rand	1	509	516										shld							ashi	barb	necr			0	0
of the Temple	1	1	1	36		18				4	740	skill-rand	1	517	524										mele	helm	amul					amaz	assn	barb	necr	sorc	0	0
of the Temple	1	1	1	36		18				4	740	skill-rand	1	517	524										shld							ashi	barb	necr			0	0
of the Circle	1	1	1	36		18				4	740	skill-rand	1	525	532										mele	pelt	belt	amul				rod	amaz	assn	necr	pala	0	0
of the Circle	1	1	1	36		18				4	740	skill-rand	1	533	540										orb	pelt	belt	amul									0	0
of the Circle	1	1	1	36		18				4	740	skill-rand	1	541	548										dbow	pelt	belt	amul									0	0
of the Restless Dead	1	1	1	36		18				4	740	skill-rand	1	549	556										necr	wand											0	0
of the Restless Dead	1	1	1	36		18				4	740	skill-rand	1	557	564										necr	wand											0	0
of the Restless Dead	1	1	1	36		18				4	740	skill-rand	1	565	572										necr	wand											0	0
of the Coven	1	1	1	36		18				4	740	skill-rand	1	573	580										staf	stor	circ	amul									0	0
of the Coven	1	1	1	36		18				4	740	skill-rand	1	581	588										staf	stor	circ	amul									0	0
of the Coven	1	1	1	36		18				4	740	skill-rand	1	589	596										staf	stor	circ	amul									0	0
of the Mageslayer	1	1	1	66		33				4	740	skill-rand	2	429	436										h2h	boot	glov	amul									0	0
of the Mageslayer	1	1	1	66		33				4	740	skill-rand	2	437	444										atkn	glov	amul										0	0
of the Mageslayer	1	1	1	66		33				4	740	skill-rand	2	445	452										h2h	helm	glov	amul				phlm	chlm	pelt	ahlm		0	0
of the Northman	1	1	1	66		33				4	740	skill-rand	2	453	460										mele	helm	amul					amaz	assn	necr	sorc	pala	0	0
of the Northman	1	1	1	66		33				4	740	skill-rand	2	453	460										shld							ashi	pala	necr			0	0
of the Northman	1	1	1	66		33				4	740	skill-rand	2	461	468										btax	phlm	amul										0	0
of the Northman	1	1	1	66		33				4	740	skill-rand	2	469	476										mele	helm	amul	btax				amaz	assn	necr	sorc	pala	0	0
of the Northman	1	1	1	66		33				4	740	skill-rand	2	469	476										shld							ashi	pala	necr			0	0
of the Matriarchs	1	1	1	66		33				4	740	skill-rand	2	477	484										spea	helm	amul					chlm	phlm	pelt	nxhm		0	0
of the Matriarchs	1	1	1	66		33				4	740	skill-rand	2	485	492										bow	helm	amul					dbow	chlm	phlm	pelt	nxhm	0	0
of the Matriarchs	1	1	1	66		33				4	740	skill-rand	2	493	500										spea	bow	helm	amul				dbow	chlm	phlm	pelt	nxhm	0	0
of the Crusader	1	1	1	66		33				4	740	skill-rand	2	501	508										pasc	pama	ashd	pasd	chlm	amul							0	0
of the Crusader	1	1	1	66		33				4	740	skill-rand	2	501	508										pasc	pama	ashd	pasd	chlm	amul							0	0
of the Crusader	1	1	1	66		33				4	740	skill-rand	2	509	516										pasc	pama	ashd	pasd	chlm	amul							0	0
of the Crusader	1	1	1	66		33				4	740	skill-rand	2	509	516										pasc	pama	ashd	pasd	chlm	amul							0	0
of the Crusader	1	1	1	66		33				4	740	skill-rand	2	517	524										pasc	pama	ashd	pasd	chlm	amul							0	0
of the Crusader	1	1	1	66		33				4	740	skill-rand	2	517	524										pasc	pama	ashd	pasd	chlm	amul							0	0
of the Wildman	1	1	1	66		33				4	740	skill-rand	2	525	532										mele	pelt	belt	amul				rod	amaz	assn	necr	pala	0	0
of the Wildman	1	1	1	66		33				4	740	skill-rand	2	533	540										orb	pelt	belt	amul									0	0
of the Wildman	1	1	1	66		33				4	740	skill-rand	2	541	548										dbow	pelt	belt	amul									0	0
of the Stirring Dead	1	1	1	66		33				4	740	skill-rand	2	549	556										necr	wand											0	0
of the Stirring Dead	1	1	1	66		33				4	740	skill-rand	2	557	564										necr	wand											0	0
of the Stirring Dead	1	1	1	66		33				4	740	skill-rand	2	565	572										necr	wand											0	0
of the Esu	1	1	1	66		33				4	740	skill-rand	2	573	580										staf	stor	circ	amul									0	0
of the Esu	1	1	1	66		33				4	740	skill-rand	2	581	588										staf	stor	circ	amul									0	0
of the Esu	1	1	1	66		33				4	740	skill-rand	2	589	596										staf	stor	circ	amul									0	0
of Wonders	1	1	1	50		25				4	740	skill-rand	1	429	596										dust												0	0
of Wonders	1	1	1	90		45				2	740	skill-rand	1	429	596										jewl												0	0
of Claws	1	1	1	11		5				4	741	ass-kicks		1	1										boot												0	0
of Talons	1	1	1	29		14				4	741	ass-kicks		2	2										boot												0	0
of Blades	1	1	1	47		23				4	741	ass-kicks		3	3										boot												0	0
