ItemType	*Laz/Id	*Laz/Merc	*Laz/Comment	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
Placeholder Item Type 13700	13700			x29y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13701	13701			x29z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13702	13702			y29a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13703	13703			y29b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13704	13704			y29c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13705	13705			y29d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13706	13706			y29e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13707	13707			y29f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13708	13708			y29g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13709	13709			y29h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13710	13710			y29i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13711	13711			y29j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13712	13712			y29k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13713	13713			y29l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13714	13714			y29m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13715	13715			y29n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13716	13716			y29o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13717	13717			y29p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13718	13718			y29q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13719	13719			y29r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13720	13720			y29s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13721	13721			y29t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13722	13722			y29u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13723	13723			y29v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13724	13724			y29w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13725	13725			y29x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13726	13726			y29y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13727	13727			y29z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13728	13728			z29a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13729	13729			z29b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13730	13730			z29c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13731	13731			z29d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13732	13732			z29e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13733	13733			z29f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13734	13734			z29g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13735	13735			z29h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13736	13736			z29i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13737	13737			z29j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13738	13738			z29k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13739	13739			z29l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13740	13740			z29m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13741	13741			z29n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13742	13742			z29o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13743	13743			z29p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13744	13744			z29q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13745	13745			z29r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13746	13746			z29s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13747	13747			z29t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13748	13748			z29u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13749	13749			z29v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13750	13750			z29w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13751	13751			z29x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13752	13752			z29y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13753	13753			z29z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13754	13754			a30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13755	13755			a30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13756	13756			a30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13757	13757			a30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13758	13758			a30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13759	13759			a30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13760	13760			a30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13761	13761			a30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13762	13762			a30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13763	13763			a30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13764	13764			a30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13765	13765			a30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13766	13766			a30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13767	13767			a30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13768	13768			a30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13769	13769			a30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13770	13770			a30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13771	13771			a30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13772	13772			a30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13773	13773			a30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13774	13774			a30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13775	13775			a30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13776	13776			a30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13777	13777			a30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13778	13778			a30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13779	13779			a30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13780	13780			b30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13781	13781			b30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13782	13782			b30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13783	13783			b30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13784	13784			b30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13785	13785			b30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13786	13786			b30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13787	13787			b30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13788	13788			b30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13789	13789			b30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13790	13790			b30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13791	13791			b30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13792	13792			b30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13793	13793			b30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13794	13794			b30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13795	13795			b30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13796	13796			b30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13797	13797			b30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13798	13798			b30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13799	13799			b30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13800	13800			b30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13801	13801			b30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13802	13802			b30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13803	13803			b30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13804	13804			b30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13805	13805			b30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13806	13806			c30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13807	13807			c30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13808	13808			c30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13809	13809			c30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13810	13810			c30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13811	13811			c30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13812	13812			c30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13813	13813			c30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13814	13814			c30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13815	13815			c30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13816	13816			c30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13817	13817			c30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13818	13818			c30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13819	13819			c30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13820	13820			c30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13821	13821			c30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13822	13822			c30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13823	13823			c30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13824	13824			c30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13825	13825			c30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13826	13826			c30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13827	13827			c30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13828	13828			c30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13829	13829			c30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13830	13830			c30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13831	13831			c30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13832	13832			d30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13833	13833			d30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13834	13834			d30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13835	13835			d30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13836	13836			d30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13837	13837			d30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13838	13838			d30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13839	13839			d30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13840	13840			d30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13841	13841			d30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13842	13842			d30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13843	13843			d30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13844	13844			d30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13845	13845			d30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13846	13846			d30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13847	13847			d30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13848	13848			d30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13849	13849			d30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13850	13850			d30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13851	13851			d30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13852	13852			d30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13853	13853			d30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13854	13854			d30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13855	13855			d30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13856	13856			d30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13857	13857			d30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13858	13858			e30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13859	13859			e30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13860	13860			e30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13861	13861			e30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13862	13862			e30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13863	13863			e30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13864	13864			e30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13865	13865			e30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13866	13866			e30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13867	13867			e30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13868	13868			e30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13869	13869			e30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13870	13870			e30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13871	13871			e30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13872	13872			e30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13873	13873			e30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13874	13874			e30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13875	13875			e30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13876	13876			e30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13877	13877			e30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13878	13878			e30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13879	13879			e30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13880	13880			e30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13881	13881			e30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13882	13882			e30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13883	13883			e30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13884	13884			f30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13885	13885			f30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13886	13886			f30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13887	13887			f30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13888	13888			f30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13889	13889			f30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13890	13890			f30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13891	13891			f30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13892	13892			f30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13893	13893			f30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13894	13894			f30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13895	13895			f30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13896	13896			f30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13897	13897			f30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13898	13898			f30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13899	13899			f30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13900	13900			f30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13901	13901			f30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13902	13902			f30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13903	13903			f30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13904	13904			f30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13905	13905			f30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13906	13906			f30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13907	13907			f30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13908	13908			f30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13909	13909			f30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13910	13910			g30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13911	13911			g30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13912	13912			g30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13913	13913			g30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13914	13914			g30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13915	13915			g30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13916	13916			g30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13917	13917			g30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13918	13918			g30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13919	13919			g30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13920	13920			g30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13921	13921			g30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13922	13922			g30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13923	13923			g30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13924	13924			g30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13925	13925			g30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13926	13926			g30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13927	13927			g30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13928	13928			g30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13929	13929			g30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13930	13930			g30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13931	13931			g30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13932	13932			g30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13933	13933			g30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13934	13934			g30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13935	13935			g30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13936	13936			h30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13937	13937			h30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13938	13938			h30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13939	13939			h30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13940	13940			h30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13941	13941			h30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13942	13942			h30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13943	13943			h30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13944	13944			h30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13945	13945			h30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13946	13946			h30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13947	13947			h30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13948	13948			h30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13949	13949			h30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13950	13950			h30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13951	13951			h30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13952	13952			h30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13953	13953			h30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
